Course ID,Course Name,Unit,Level,Avg Star,Review Number,Result
Fundamentals of Machine Learning for Supply Chain,Fundamentals of Machine Learning for Supply Chain,LearnQuest,,3.9,32,"Learn to merge, clean, and manipulate data using Python libraries such as Numpy and Pandas
Gain familiarity with the basic and advaned Python functonalities such as importing and using modules, list compreohensions, and lambda functions. 
Solve a supply chain cost optimization problem using Linear Programming with Pulp"
Preparing for the SAS Programming Certification Exam,Preparing for the SAS Programming Certification Exam,SAS,,4.8,130,"SAS
Practicing for the SAS Programming Certification Exam
Course
SAS
SAS Macro Language
Course
SAS
Advanced SAS Programming Techniques
Course
SAS
SAS Programmer
Make progress toward a degree
Professional Certificate"
Practicing for the SAS Programming Certification Exam,Practicing for the SAS Programming Certification Exam,SAS,,4.8,91,"SAS
Preparing for the SAS Programming Certification Exam
Course
SAS
SAS Programmer
Make progress toward a degree
Professional Certificate
SAS
Doing More with SAS Programming
Course
SAS
Advanced SAS Programming Techniques
Course"
Wrangling Data in the Tidyverse,Wrangling Data in the Tidyverse,Johns Hopkins University,,4.5,31,"Apply Tidyverse functions to transform non-tidy data to tidy data
Conduct basic exploratory data analysis
Conduct analyses of text data"
Clinical Natural Language Processing,Clinical Natural Language Processing,University of Colorado System,,3.6,21,"Recognize and distinguish the difference in complexity and sophistication of text mining, text processing, and natural language processing.
Write basic regular expressions to identify common clinical text.
Assess and select note sections that can be used to answer analytic questions.
Write R code to search text windows for other keywords and phrases to answer analytic questions."
Identifying Patient Populations,Identifying Patient Populations,University of Colorado System,,4.5,37,"Create a computational phenotyping algorithm
Assess algorithm performance in the context of analytic goal.
Create combinations of at least three data types using boolean logic
Explain the impact of individual data type performance on computational phenotyping."
Machine Learning Models in Science,Machine Learning Models in Science,LearnQuest,,3.8,10,"Implement and evaluate machine learning models (neural networks, random forests, etc.) on scientific data in Python"
Importing Data in the Tidyverse,Importing Data in the Tidyverse,Johns Hopkins University,,4.7,43,"Describe different data formats
Apply Tidyverse functions to import data into R from external formats
Obtain data from a web API"
Simulation Models for Decision Making,Simulation Models for Decision Making,University of Minnesota,,4.6,42,"University of Minnesota
Advanced Models for Decision Making
Course
University of Minnesota
Introduction to Predictive Modeling
Course
Coursera Project Network
Simulation of KANBAN Production Control Using R Simmer
Guided Project
Coursera Project Network
Build a Website Map with Jumpchart
Guided Project"
Design Thinking and Predictive Analytics for Data Products,Design Thinking and Predictive Analytics for Data Products,University of California San Diego,,4.5,62,"University of California San Diego
Python Data Products for Predictive Analytics
Specialization
Starweaver
Future of Production
Course
Johns Hopkins University
Analysis and Interpretation of Large-Scale Programs
Course
LearnQuest
Incident Management and Continuous Improvement
Course"
Measurement – Turning Concepts into Data,Measurement – Turning Concepts into Data,Johns Hopkins University,,4.8,70,"Johns Hopkins University
What are the Chances? Probability and Uncertainty in Statistics
Course
Johns Hopkins University
Quantifying Relationships with Regression Models
Course
Johns Hopkins University
Data Literacy Capstone – Evaluating Research
Course
Coursera Project Network
Introduction to Search Techniques in Python: Binary Search
Guided Project"
Analyzing Big Data with SQL,Analyzing Big Data with SQL,Cloudera,,4.8,524,"Understand the basics of SELECT statements
Understand how and why to filter results
Explore grouping and aggregation to answer analytic questions
Work with sorting and limiting results"
Exam Prep DAS-C01: AWS Certified Data Analytics Specialty Specialization,Exam Prep DAS-C01: AWS Certified Data Analytics Specialty Specialization,Whizlabs,,4.6,9,"Gain Skills to understand the fundamentals of  Data Analytics.
Learn working with various AWS Services necessary for Data Analytics "
"Build and Execute MySQL, PostgreSQL, and SQLServer to Data Catalog Connectors","Build and Execute MySQL, PostgreSQL, and SQLServer to Data Catalog Connectors",Google Cloud,,4.8,10,"Enable the Data Catalog API so that you can use this service in your Google Cloud project.
Execute SQLServer to Data Catalog connector.

Execute PostgreSQL to Data Catalog connector.
Execute MySQL to Data Catalog connector."
Mastering Software Development in R Capstone,Mastering Software Development in R Capstone,Johns Hopkins University,,4.0,43,"Johns Hopkins University
Building Data Visualization Tools
Course
Johns Hopkins University
Advanced R Programming
Course
Johns Hopkins University
Building R Packages
Course
Johns Hopkins University
The R Programming Environment
Course"
Clinical Data Models and Data Quality Assessments,Clinical Data Models and Data Quality Assessments,University of Colorado System,,4.2,61,"University of Colorado System
Predictive Modeling and Transforming Clinical Practice
Course
University of Colorado System
Clinical Data Science
Specialization
Tecnológico de Monterrey
Aspectos conceptuales y operativos de la Telesalud
Course
University of Colorado System
Introduction to Clinical Data Science
Course"
"Performing Network, Path, and Text Analyses in SAS Visual Analytics","Performing Network, Path, and Text Analyses in SAS Visual Analytics",SAS,,4.7,190," To describe the data structure needed for network analysis, path analysis, and text analytics.
How to create network analysis to analyze relationship between entities in SAS Visual Analytics.  
How to create path analysis to understand frequent paths in SAS Visual Analytics.    
How to create text analytics to analyze unstructured text in SAS Visual Analytics.    "
Machine Learning for Computer Vision,Machine Learning for Computer Vision,MathWorks,,4.9,14,"Prepare data and create features for classifying images
Train & evaluate models to classify images using 
Train & evaluate object detection machine learning models
Customize model training for different applications using cost matrices"
Pattern Discovery in Data Mining,Pattern Discovery in Data Mining,University of Illinois at Urbana-Champaign,,4.3,316,"University of Illinois at Urbana-Champaign
Cluster Analysis in Data Mining
Course
University of Illinois at Urbana-Champaign
Text Retrieval and Search Engines
Course
University of Illinois at Urbana-Champaign
Text Mining and Analytics
Course
University of Illinois at Urbana-Champaign
Data Mining Project
Course"
Foundations for Big Data Analysis with SQL,Foundations for Big Data Analysis with SQL,Cloudera,,4.8,1076,"Distinguish operational from analytic databases, and understand how these are applied in big data
Understand how database and table design provides structures for working with data
Appreciate how differences in volume and variety of data affects your choice of an appropriate database system
Recognize the features and benefits of SQL dialects designed to work with big data systems for storage and analysis"
Insights of Power BI,Insights of Power BI,Fractal Analytics,,4.5,17,"Select and use relevant charts for appropriate data problems
Use PowerBI to connect with data belonging to diverse formats
Communicate key insights from business problem using Reports and Dashboards
Create advanced visualization on Power BI using DAX"
"Extract, Transform, and Load Data","Extract, Transform, and Load Data",CertNexus,,4.7,22,"CertNexus
Analyze Data
Course
CertNexus
Train Machine Learning Models
Course
CertNexus
Finalize a Data Science Project
Course
CertNexus
Address Business Issues with Data Science
Course"
"Build Regression, Classification, and Clustering Models","Build Regression, Classification, and Clustering Models",CertNexus,,4.2,12,"Train and evaluate linear regression models.
Train binary and multi-class classification models.
Evaluate and tune classification models to improve their performance.
Train and evaluate clustering models to find useful patterns in unsupervised data."
